assignment_id,feature_id,engineer_id,version,feature_name,group_id,lifecycle_status,progress_pct
A0414,F0414,E04,2024.14.3,Security Improvements,3,released,100
A0415,F0415,E04,2024.14.3,Entertainment Apps UI,3,released,100
A0416,F0416,E04,2024.14.3,Tesla Theater UI,5,released,100
A0417,F0417,E04,2024.14.3,Status Bar Icons,3,released,100
A0418,F0418,E04,2024.14.3,New Auto Shift User Interface,3,released,100
A0419,F0419,E04,2024.14.3,New Media Player,5,released,100
A0420,F0420,E04,2024.14.3,Charging Display,3,released,100
A0421,F0421,E04,2024.14.3,Pause Trunk Opening,3,released,100
A0422,F0422,E04,2024.14.3,Larger Speedometer,3,released,100
A0423,F0423,E04,2024.14.3,Power Meter,3,released,100
A0424,F0424,E02,2024.14.5,FSD (Supervised) v12.3.6,1,released,100
A0425,F0425,E01,2024.14.5,Full Self-Driving (Supervised),1,released,100
A0426,F0426,E02,2024.14.5,Tesla Vision Park Assist,1,released,100
A0427,F0427,E04,2024.14.5,Visual Updates,3,released,100
A0428,F0428,E04,2024.14.5,Audible,5,released,100
A0429,F0429,E04,2024.14.5,Hands-Free Trunk,3,released,100
A0430,F0430,E03,2024.14.5,Preview of Sentry Mode Recordings,2,released,100
A0431,F0431,E05,2024.14.5,Trip Progress Bar,4,released,100
A0432,F0432,E04,2024.14.5,Spotify Queue and Playback Speed,5,released,100
A0433,F0433,E05,2024.14.5,Better Route Available,4,released,100
A0434,F0434,E04,2024.14.5,Wiper Controls,3,released,100
A0435,F0435,E04,2024.14.5,Other Updates,3,released,100
A0436,F0436,E04,2024.14.5,Auto Shift (Beta),3,released,100
A0437,F0437,E01,2024.14.5,Speed Camera Chime,1,released,100
A0438,F0438,E02,2024.14.5,Average Speed Zones,1,released,100
A0439,F0439,E08,2024.14.5,Adaptive High Beams,7,released,100
A0440,F0440,E08,2024.14.5,Locking Differentials,7,released,100
A0441,F0441,E01,2024.14.5,Trail Assist,1,released,100
A0442,F0442,E04,2024.14.5,Slippery Surface,3,released,100
A0443,F0443,E02,2024.14.5,Ride and Handling with a Load,1,released,100
A0444,F0444,E04,2024.14.5,CyberTent Mode,3,released,100
A0445,F0445,E08,2024.14.5,Off-Road Mode,7,released,100
A0446,F0446,E08,2024.14.5,Terrain Options in Baja Mode,7,released,100
A0447,F0447,E04,2024.14.5,Beach Buggy Racing 2,5,released,100
A0448,F0448,E07,2024.14.5,Cabin Overheat Protection,2,released,100
A0449,F0449,E04,2024.14.5,Customize Scroll Wheel Functions,3,released,100
A0450,F0450,E04,2024.14.5,Cybertruck Colorizer,5,released,100
A0451,F0451,E08,2024.14.5,Improved Turning Circle,7,released,100
A0452,F0452,E04,2024.14.5,Front Passenger Air Vent,3,released,100
A0453,F0453,E04,2024.14.5,New Lock Sounds,3,released,100
A0454,F0454,E04,2024.14.5,Zoom,3,released,100
A0455,F0455,E04,2024.14.5,Security Improvements,3,released,100
A0456,F0456,E04,2024.14.5,Entertainment Apps UI,3,released,100
A0457,F0457,E04,2024.14.5,Tesla Theater UI,5,released,100
A0458,F0458,E04,2024.14.5,Status Bar Icons,3,released,100
A0459,F0459,E04,2024.14.5,New Auto Shift User Interface,3,released,100
A0460,F0460,E04,2024.14.5,New Media Player,5,released,100
A0461,F0461,E04,2024.14.5,Charging Display,3,released,100
A0462,F0462,E04,2024.14.5,Pause Trunk Opening,3,released,100
A0463,F0463,E04,2024.14.5,Larger Speedometer,3,released,100
A0464,F0464,E04,2024.14.5,Power Meter,3,released,100
A0465,F0465,E01,2024.14.6,FSD (Supervised) v12.3.6,1,released,100
A0466,F0466,E02,2024.14.6,Full Self-Driving (Supervised),1,released,100
A0467,F0467,E01,2024.14.6,Tesla Vision Park Assist,1,released,100
A0468,F0468,E04,2024.14.6,Visual Updates,3,released,100
A0469,F0469,E04,2024.14.6,Audible,5,released,100
A0470,F0470,E04,2024.14.6,Hands-Free Trunk,3,released,100
A0471,F0471,E03,2024.14.6,Preview of Sentry Mode Recordings,2,released,100
A0472,F0472,E05,2024.14.6,Trip Progress Bar,4,released,100
A0473,F0473,E04,2024.14.6,Spotify Queue and Playback Speed,5,released,100
A0474,F0474,E05,2024.14.6,Better Route Available,4,released,100
A0475,F0475,E04,2024.14.6,Wiper Controls,3,released,100
A0476,F0476,E04,2024.14.6,Other Updates,3,released,100
A0477,F0477,E04,2024.14.6,Auto Shift (Beta),3,released,100
A0478,F0478,E02,2024.14.6,Speed Camera Chime,1,released,100
A0479,F0479,E01,2024.14.6,Average Speed Zones,1,released,100
A0480,F0480,E08,2024.14.6,Adaptive High Beams,7,released,100
A0481,F0481,E08,2024.14.6,Locking Differentials,7,released,100
A0482,F0482,E02,2024.14.6,Trail Assist,1,released,100
A0483,F0483,E04,2024.14.6,Slippery Surface,3,released,100
A0484,F0484,E01,2024.14.6,Ride and Handling with a Load,1,released,100
A0485,F0485,E04,2024.14.6,CyberTent Mode,3,released,100
A0486,F0486,E08,2024.14.6,Off-Road Mode,7,released,100
A0487,F0487,E08,2024.14.6,Terrain Options in Baja Mode,7,released,100
A0488,F0488,E04,2024.14.6,Beach Buggy Racing 2,5,released,100
A0489,F0489,E07,2024.14.6,Cabin Overheat Protection,2,released,100
A0490,F0490,E04,2024.14.6,Customize Scroll Wheel Functions,3,released,100
A0491,F0491,E04,2024.14.6,Cybertruck Colorizer,5,released,100
A0492,F0492,E08,2024.14.6,Improved Turning Circle,7,released,100
A0493,F0493,E04,2024.14.6,Front Passenger Air Vent,3,released,100
A0494,F0494,E04,2024.14.6,New Lock Sounds,3,released,100
A0495,F0495,E04,2024.14.6,Zoom,3,released,100
A0496,F0496,E04,2024.14.6,Security Improvements,3,released,100
A0497,F0497,E04,2024.14.6,Driver Profile,3,released,100
A0498,F0498,E04,2024.14.6,Entertainment Apps UI,3,released,100
A0499,F0499,E04,2024.14.6,Cybertruck New Icon,3,released,100
A0500,F0500,E04,2024.14.6,Tesla Theater UI,5,released,100
A0501,F0501,E02,2024.14.6,FSD Version,1,released,100
A0502,F0502,E05,2024.14.6,Navigation Path,4,released,100
A0503,F0503,E04,2024.14.6,Vehicle Visualization,3,released,100
A0504,F0504,E04,2024.14.6,Nav App,3,released,100
A0505,F0505,E04,2024.14.6,Climate Icon,3,released,100
A0506,F0506,E04,2024.14.6,Explicit Content Filter for Apple Music,5,released,100
A0507,F0507,E04,2024.14.6,Pedals & Steering Menu Updated,3,released,100
A0508,F0508,E04,2024.14.6,Quick Controls Updated,3,released,100
A0509,F0509,E05,2024.14.6,Search Menus,4,released,100
A0510,F0510,E03,2024.14.6,Sentry Mode Video,2,released,100
A0511,F0511,E04,2024.14.6,New Media Player,5,released,100
A0512,F0512,E04,2024.14.6,Status Bar Icons,3,released,100
A0513,F0513,E04,2024.14.6,New Auto Shift User Interface,3,released,100
A0514,F0514,E04,2024.14.6,Charging Display,3,released,100
A0515,F0515,E04,2024.14.6,Pause Trunk Opening,3,released,100
A0516,F0516,E04,2024.14.6,Larger Speedometer,3,released,100
A0517,F0517,E04,2024.14.6,Power Meter,3,released,100
A0518,F0518,E01,2024.14.6,Improved Autopilot Visualizations,1,released,100
A0519,F0519,E08,2024.2,Adaptive High Beams,7,released,100
A0520,F0520,E04,2024.2,Security Improvements,3,released,100
A0521,F0521,E05,2024.2,Supercharging Tips,4,released,100
A0522,F0522,E07,2024.2,PIN to Drive,2,released,100
A0523,F0523,E04,2024.2.11,Improved Driving Visualization,3,released,100
A0524,F0524,E02,2024.2.11,Autopark,1,released,100
A0525,F0525,E05,2024.2.11,Time Until Charging Starts,4,released,100
A0526,F0526,E04,2024.2.11,Estimated Battery Range Update,3,released,100
A0527,F0527,E05,2024.2.11,Supercharging in Cold Weather,4,released,100
A0528,F0528,E06,2024.2.11,Ultra-Wideband Phone Key,6,released,100
A0529,F0529,E05,2024.2.11,Reminder to Plug In at Home,4,released,100
A0530,F0530,E01,2024.2.11,Improved Ride and Handling,1,released,100
A0531,F0531,E03,2024.2.11,Over-the-Air Recall: Telltale Text Size,2,released,100
A0532,F0532,E08,2024.2.11,Adaptive High Beams,7,released,100
A0533,F0533,E05,2024.2.11,More Efficient Charging,4,released,100
A0534,F0534,E04,2024.2.11,Security Improvements,3,released,100
A0535,F0535,E04,2024.2.11,Unlock Buttons,3,released,100
A0536,F0536,E04,2024.2.11,Trips Menu Redesign,3,released,100
A0537,F0537,E05,2024.2.11,Supercharging Tips,4,released,100
A0538,F0538,E07,2024.2.11,PIN to Drive,2,released,100
A0539,F0539,E04,2024.2.11,All Apps Menu,3,released,100
A0540,F0540,E04,2024.2.11,Additional Vehicle Info,3,released,100
A0541,F0541,E04,2024.2.11,Software Version in App,3,released,100
A0542,F0542,E03,2024.2.2.1,Over-the-Air Recall: Telltale Text Size,2,released,100
A0543,F0543,E08,2024.2.2.1,Adaptive High Beams,7,released,100
A0544,F0544,E05,2024.2.2.1,More Efficient Charging,4,released,100
A0545,F0545,E04,2024.2.2.1,Security Improvements,3,released,100
A0546,F0546,E04,2024.2.2.1,Unlock Buttons,3,released,100
A0547,F0547,E04,2024.2.2.1,Trips Menu Redesign,3,released,100
A0548,F0548,E05,2024.2.2.1,Supercharging Tips,4,released,100
A0549,F0549,E07,2024.2.2.1,PIN to Drive,2,released,100
A0550,F0550,E04,2024.2.2.1,All Apps Menu,3,released,100
A0551,F0551,E04,2024.2.2.1,Additional Vehicle Info,3,released,100
A0552,F0552,E04,2024.2.2.1,Software Version in App,3,released,100
A0553,F0553,E06,2024.2.3,Ultra-Wideband Phone Key,6,released,100
A0554,F0554,E05,2024.2.3,Reminder to Plug In at Home,4,released,100
A0555,F0555,E02,2024.2.3,Improved Ride and Handling,1,released,100
A0556,F0556,E03,2024.2.3,Over-the-Air Recall: Telltale Text Size,2,released,100
A0557,F0557,E08,2024.2.3,Adaptive High Beams,7,released,100
A0558,F0558,E05,2024.2.3,More Efficient Charging,4,released,100
A0559,F0559,E04,2024.2.3,Security Improvements,3,released,100
A0560,F0560,E04,2024.2.3,Unlock Buttons,3,released,100
A0561,F0561,E04,2024.2.3,Trips Menu Redesign,3,released,100
A0562,F0562,E05,2024.2.3,Supercharging Tips,4,released,100
A0563,F0563,E07,2024.2.3,PIN to Drive,2,released,100
A0564,F0564,E04,2024.2.3,All Apps Menu,3,released,100
A0565,F0565,E04,2024.2.3,Additional Vehicle Info,3,released,100
A0566,F0566,E04,2024.2.3,Software Version in App,3,released,100
A0567,F0567,E05,2024.2.6,Time Until Charging Starts,4,released,100
A0568,F0568,E04,2024.2.6,Estimated Battery Range Update,3,released,100
A0569,F0569,E05,2024.2.6,Supercharging in Cold Weather,4,released,100
A0570,F0570,E06,2024.2.6,Ultra-Wideband Phone Key,6,released,100
A0571,F0571,E05,2024.2.6,Reminder to Plug In at Home,4,released,100
A0572,F0572,E01,2024.2.6,Improved Ride and Handling,1,released,100
A0573,F0573,E03,2024.2.6,Over-the-Air Recall: Telltale Text Size,2,released,100
A0574,F0574,E08,2024.2.6,Adaptive High Beams,7,released,100
A0575,F0575,E05,2024.2.6,More Efficient Charging,4,released,100
A0576,F0576,E04,2024.2.6,Security Improvements,3,released,100
A0577,F0577,E04,2024.2.6,Unlock Buttons,3,released,100
A0578,F0578,E04,2024.2.6,Trips Menu Redesign,3,released,100
A0579,F0579,E05,2024.2.6,Supercharging Tips,4,released,100
A0580,F0580,E07,2024.2.6,PIN to Drive,2,released,100
A0581,F0581,E04,2024.2.6,All Apps Menu,3,released,100
A0582,F0582,E04,2024.2.6,Additional Vehicle Info,3,released,100
A0583,F0583,E04,2024.2.6,Software Version in App,3,released,100
A0584,F0584,E08,2024.20,Headlights Adapt for Curves,7,released,100
A0585,F0585,E08,2024.20,Adaptive Headlight Improvements,7,released,100
A0586,F0586,E02,2024.20,Autopilot Suspension,1,released,100
A0587,F0587,E05,2024.20,Beach Buggy Racing 2 - Supercharger Races,4,released,100
A0588,F0588,E04,2024.20,Hot Weather Improvements,3,released,100
A0589,F0589,E04,2024.20,Hot Weather Improvements,3,released,100
A0590,F0590,E04,2024.20,Security Improvements,3,released,100
A0591,F0591,E04,2024.20,Sharing Location Indicator,3,released,100
A0592,F0592,E01,2024.20,Autopilot Attention Warning,1,released,100
A0593,F0593,E04,2024.20,Tesla Atari Games Removed,5,released,100
A0594,F0594,E04,2024.20,Explicit Content Filter for TIDAL,5,released,100
A0595,F0595,E04,2024.20.1,Power Front Door,3,released,100
A0596,F0596,E08,2024.20.1,Headlights Adapt for Curves,7,released,100
A0597,F0597,E08,2024.20.1,Adaptive Headlight Improvements,7,released,100
A0598,F0598,E02,2024.20.1,Autopilot Suspension,1,released,100
A0599,F0599,E05,2024.20.1,Beach Buggy Racing 2 - Supercharger Races,4,released,100
A0600,F0600,E04,2024.20.1,Hot Weather Improvements,3,released,100
A0601,F0601,E04,2024.20.1,Hot Weather Improvements,3,released,100
A0602,F0602,E04,2024.20.1,Security Improvements,3,released,100
A0603,F0603,E04,2024.20.1,Sharing Location Indicator,3,released,100
A0604,F0604,E01,2024.20.1,Autopilot Attention Warning,1,released,100
A0605,F0605,E04,2024.20.1,Tesla Atari Games Removed,5,released,100
A0606,F0606,E04,2024.20.1,Explicit Content Filter for TIDAL,5,released,100
A0607,F0607,E02,2024.20.10,FSD (Supervised) v12.5,1,released,100
A0608,F0608,E03,2024.20.10,Vision-Based Attention Monitoring,2,released,100
A0609,F0609,E01,2024.20.10,Full Self-Driving (Supervised),1,released,100
A0610,F0610,E02,2024.20.10,Autopilot Suspension,1,released,100
A0611,F0611,E04,2024.20.10,Power Front Door,3,released,100
A0612,F0612,E08,2024.20.10,Headlights Adapt for Curves,7,released,100
A0613,F0613,E05,2024.20.10,Beach Buggy Racing 2 - Supercharger Races,4,released,100
A0614,F0614,E04,2024.20.10,Hot Weather Improvements,3,released,100
A0615,F0615,E04,2024.20.10,Security Improvements,3,released,100
A0616,F0616,E07,2024.20.10,OTA Recall,2,released,100
A0617,F0617,E01,2024.20.10,Autopilot Attention Warning,1,released,100
A0618,F0618,E04,2024.20.10,Sharing Location Indicator,3,released,100
A0619,F0619,E04,2024.20.10,Tesla Atari Games Removed,5,released,100
A0620,F0620,E04,2024.20.10,Explicit Content Filter for TIDAL,5,released,100
A0621,F0621,E03,2024.20.10,Green Dot When Monitoring is Active,2,released,100
A0622,F0622,E02,2024.20.15,FSD (Supervised) v12.5.1,1,released,100
A0623,F0623,E07,2024.20.15,Vision-Based Attention Monitoring,2,released,100
A0624,F0624,E01,2024.20.15,Full Self-Driving (Supervised),1,released,100
A0625,F0625,E02,2024.20.15,Autopilot Suspension,1,released,100
A0626,F0626,E04,2024.20.15,Power Front Door,3,released,100
A0627,F0627,E08,2024.20.15,Headlights Adapt for Curves,7,released,100
A0628,F0628,E05,2024.20.15,Beach Buggy Racing 2 - Supercharger Races,4,released,100
A0629,F0629,E04,2024.20.15,Hot Weather Improvements,3,released,100
A0630,F0630,E04,2024.20.15,Security Improvements,3,released,100
A0631,F0631,E03,2024.20.15,OTA Recall,2,released,100
A0632,F0632,E01,2024.20.15,Autopilot Attention Warning,1,released,100
A0633,F0633,E04,2024.20.15,Sharing Location Indicator,3,released,100
A0634,F0634,E04,2024.20.15,Tesla Atari Games Removed,5,released,100
A0635,F0635,E04,2024.20.15,Explicit Content Filter for TIDAL,5,released,100
A0636,F0636,E07,2024.20.15,Green Dot When Monitoring is Active,2,released,100
A0637,F0637,E04,2024.20.3,Power Front Door,3,released,100
A0638,F0638,E08,2024.20.3,Headlights Adapt for Curves,7,released,100
A0639,F0639,E08,2024.20.3,Adaptive Headlight Improvements,7,released,100
A0640,F0640,E02,2024.20.3,Autopilot Suspension,1,released,100
A0641,F0641,E05,2024.20.3,Beach Buggy Racing 2 - Supercharger Races,4,released,100
A0642,F0642,E04,2024.20.3,Hot Weather Improvements,3,released,100
A0643,F0643,E04,2024.20.3,Hot Weather Improvements,3,released,100
A0644,F0644,E04,2024.20.3,Security Improvements,3,released,100
A0645,F0645,E03,2024.20.3,OTA Recall,2,released,100
A0646,F0646,E04,2024.20.3,Sharing Location Indicator,3,released,100
A0647,F0647,E01,2024.20.3,Autopilot Attention Warning,1,released,100
A0648,F0648,E04,2024.20.3,Tesla Atari Games Removed,5,released,100
A0649,F0649,E04,2024.20.3,Explicit Content Filter for TIDAL,5,released,100
A0650,F0650,E02,2024.20.6,Autopark,1,released,100
A0651,F0651,E04,2024.20.6,Power Front Door,3,released,100
A0652,F0652,E08,2024.20.6,Headlights Adapt for Curves,7,released,100
A0653,F0653,E08,2024.20.6,Adaptive Headlight Improvements,7,released,100
A0654,F0654,E01,2024.20.6,Autopilot Suspension,1,released,100
A0655,F0655,E05,2024.20.6,Beach Buggy Racing 2 - Supercharger Races,4,released,100
A0656,F0656,E04,2024.20.6,Hot Weather Improvements,3,released,100
A0657,F0657,E04,2024.20.6,Hot Weather Improvements,3,released,100
A0658,F0658,E04,2024.20.6,Security Improvements,3,released,100
A0659,F0659,E07,2024.20.6,OTA Recall,2,released,100
A0660,F0660,E04,2024.20.6,Sharing Location Indicator,3,released,100
A0661,F0661,E02,2024.20.6,Autopilot Attention Warning,1,released,100
A0662,F0662,E04,2024.20.6,Tesla Atari Games Removed,5,released,100
A0663,F0663,E04,2024.20.6,Explicit Content Filter for TIDAL,5,released,100
A0664,F0664,E05,2024.20.7,DC Fast Charging,4,released,100
A0665,F0665,E01,2024.20.7,Autopark,1,released,100
A0666,F0666,E04,2024.20.7,Power Front Door,3,released,100
A0667,F0667,E08,2024.20.7,Headlights Adapt for Curves,7,released,100
A0668,F0668,E08,2024.20.7,Adaptive Headlight Improvements,7,released,100
A0669,F0669,E02,2024.20.7,Autopilot Suspension,1,released,100
A0670,F0670,E05,2024.20.7,Beach Buggy Racing 2 - Supercharger Races,4,released,100
A0671,F0671,E04,2024.20.7,Hot Weather Improvements,3,released,100
A0672,F0672,E04,2024.20.7,Hot Weather Improvements,3,released,100
A0673,F0673,E04,2024.20.7,Security Improvements,3,released,100
A0674,F0674,E03,2024.20.7,OTA Recall,2,released,100
A0675,F0675,E04,2024.20.7,Sharing Location Indicator,3,released,100
A0676,F0676,E01,2024.20.7,Autopilot Attention Warning,1,released,100
A0677,F0677,E04,2024.20.7,Tesla Atari Games Removed,5,released,100
A0678,F0678,E04,2024.20.7,Explicit Content Filter for TIDAL,5,released,100
A0679,F0679,E04,2024.26,YouTube Music,5,released,100
A0680,F0680,E02,2024.26,Go on Green,1,released,100
A0681,F0681,E04,2024.26,Amazon Music,5,released,100
A0682,F0682,E04,2024.26,Vision Speed Limits,3,released,100
A0683,F0683,E04,2024.26,Parental Controls,3,released,100
A0684,F0684,E05,2024.26,Weather Forecast and Air Quality,4,released,100
A0685,F0685,E05,2024.26,Schedule Charge and Preconditioning,4,released,100
A0686,F0686,E05,2024.26,Navigate to Sub-Destinations,4,released,100
A0687,F0687,E04,2024.26,Other Updates,3,released,100
A0688,F0688,E04,2024.26,Other Updates,3,released,100
A0689,F0689,E04,2024.26,Security Improvements,3,released,100
A0690,F0690,E04,2024.26,Security Improvements,3,released,100
A0691,F0691,E05,2024.26,Show Next Preconditioning / Charging Event,4,released,100
A0692,F0692,E04,2024.26,Hide Music Services Per Profile,5,released,100
A0693,F0693,E04,2024.26,Audio Balance Per Profile,5,released,100
A0694,F0694,E04,2024.26,Service Center Tips,3,released,100
A0695,F0695,E04,2024.26,Reduce Fan Speed Hint,3,released,100
A0696,F0696,E04,2024.26,Improved Climate Panel,3,released,100
A0697,F0697,E04,2024.26.1,YouTube Music,5,released,100
A0698,F0698,E01,2024.26.1,Go on Green,1,released,100
A0699,F0699,E04,2024.26.1,Vision Speed Limits,3,released,100
A0700,F0700,E04,2024.26.1,Amazon Music,5,released,100
A0701,F0701,E04,2024.26.1,Castle Doombad Classic,5,released,100
A0702,F0702,E04,2024.26.1,Parental Controls,3,released,100
A0703,F0703,E05,2024.26.1,Weather Forecast and Air Quality,4,released,100
A0704,F0704,E05,2024.26.1,Schedule Charge and Preconditioning,4,released,100
A0705,F0705,E05,2024.26.1,Navigate to Sub-Destinations,4,released,100
A0706,F0706,E04,2024.26.1,Other Updates,3,released,100
A0707,F0707,E04,2024.26.1,Security Improvements,3,released,100
A0708,F0708,E05,2024.26.1,Show Next Preconditioning / Charging Event,4,released,100
A0709,F0709,E04,2024.26.1,Hide Music Services Per Profile,5,released,100
A0710,F0710,E04,2024.26.1,Audio Balance Per Profile,5,released,100
A0711,F0711,E04,2024.26.1,Service Center Tips,3,released,100
A0712,F0712,E04,2024.26.1,Reduce Fan Speed Hint,3,released,100
A0713,F0713,E08,2024.26.1,Improved Front Camera Clarity,7,released,100
A0714,F0714,E02,2024.26.1,Traffic-Aware Cruise Control Chime,1,released,100
A0715,F0715,E08,2024.26.1,New Ambient Lighting Options,7,released,100
A0716,F0716,E04,2024.26.1,Improved Climate Panel,3,released,100
A0717,F0717,E01,2024.26.10,FSD (Supervised) v12.5.1.3,1,released,100
A0718,F0718,E07,2024.26.10,Vision-Based Attention Monitoring,2,released,100
A0719,F0719,E02,2024.26.10,Full Self-Driving (Supervised),1,released,100
A0720,F0720,E01,2024.26.10,Go on Green,1,released,100
A0721,F0721,E04,2024.26.10,YouTube Music,5,released,100
A0722,F0722,E04,2024.26.10,Vision Speed Limits,3,released,100
A0723,F0723,E04,2024.26.10,Amazon Music,5,released,100
A0724,F0724,E04,2024.26.10,Castle Doombad Classic,5,released,100
A0725,F0725,E04,2024.26.10,Parental Controls,3,released,100
A0726,F0726,E05,2024.26.10,Weather Forecast and Air Quality,4,released,100
A0727,F0727,E05,2024.26.10,Schedule Charge and Preconditioning,4,released,100
A0728,F0728,E05,2024.26.10,Navigate to Sub-Destinations,4,released,100
A0729,F0729,E04,2024.26.10,Other Updates,3,released,100
A0730,F0730,E04,2024.26.10,Security Improvements,3,released,100
A0731,F0731,E04,2024.26.10,Reduce Fan Speed Option,3,released,100
A0732,F0732,E04,2024.26.10,New Key Required Screen,3,released,100
A0733,F0733,E08,2024.26.10,Improved Front Camera Clarity,7,released,100
A0734,F0734,E02,2024.26.10,Traffic-Aware Cruise Control Chime,1,released,100
A0735,F0735,E08,2024.26.10,New Ambient Lighting Options,7,released,100
A0736,F0736,E04,2024.26.10,Improved Climate Panel,3,released,100
A0737,F0737,E01,2024.26.11,Tesla Vision Park Assist,1,released,100
A0738,F0738,E04,2024.26.11,Over-the-Air (OTA) Recall,3,released,100
A0739,F0739,E04,2024.26.11,YouTube Music,5,released,100
A0740,F0740,E02,2024.26.11,Go on Green,1,released,100
A0741,F0741,E04,2024.26.11,Vision Speed Limits,3,released,100
A0742,F0742,E04,2024.26.11,Amazon Music,5,released,100
A0743,F0743,E04,2024.26.11,Castle Doombad Classic,5,released,100
A0744,F0744,E04,2024.26.11,Parental Controls,3,released,100
A0745,F0745,E05,2024.26.11,Weather Forecast and Air Quality,4,released,100
A0746,F0746,E05,2024.26.11,Schedule Charge and Preconditioning,4,released,100
A0747,F0747,E05,2024.26.11,Navigate to Sub-Destinations,4,released,100
A0748,F0748,E04,2024.26.11,Other Updates,3,released,100
A0749,F0749,E04,2024.26.11,Security Improvements,3,released,100
A0750,F0750,E05,2024.26.11,Show Next Preconditioning / Charging Event,4,released,100
A0751,F0751,E04,2024.26.11,Hide Music Services Per Profile,5,released,100
A0752,F0752,E04,2024.26.11,Audio Balance Per Profile,5,released,100
A0753,F0753,E04,2024.26.11,Service Center Tips,3,released,100
A0754,F0754,E04,2024.26.11,Reduce Fan Speed Hint,3,released,100
A0755,F0755,E04,2024.26.11,Reduce Fan Speed Option,3,released,100
A0756,F0756,E04,2024.26.11,New Key Required Screen,3,released,100
A0757,F0757,E08,2024.26.11,Improved Front Camera Clarity,7,released,100
A0758,F0758,E01,2024.26.11,Traffic-Aware Cruise Control Chime,1,released,100
A0759,F0759,E08,2024.26.11,New Ambient Lighting Options,7,released,100
A0760,F0760,E04,2024.26.11,Improved Climate Panel,3,released,100
A0761,F0761,E02,2024.26.15,FSD (Supervised) v12.5.1.4,1,released,100
A0762,F0762,E03,2024.26.15,Vision-Based Attention Monitoring,2,released,100
A0763,F0763,E01,2024.26.15,Full Self-Driving (Supervised),1,released,100
A0764,F0764,E04,2024.26.15,YouTube Music,5,released,100
A0765,F0765,E02,2024.26.15,Go on Green,1,released,100
A0766,F0766,E04,2024.26.15,Vision Speed Limits,3,released,100
A0767,F0767,E04,2024.26.15,Amazon Music,5,released,100
A0768,F0768,E04,2024.26.15,Castle Doombad Classic,5,released,100
A0769,F0769,E04,2024.26.15,Parental Controls,3,released,100
A0770,F0770,E05,2024.26.15,Weather Forecast and Air Quality,4,released,100
A0771,F0771,E05,2024.26.15,Schedule Charge and Preconditioning,4,released,100
A0772,F0772,E05,2024.26.15,Navigate to Sub-Destinations,4,released,100
A0773,F0773,E04,2024.26.15,Other Updates,3,released,100
A0774,F0774,E04,2024.26.15,Security Improvements,3,released,100
A0775,F0775,E05,2024.26.15,Show Next Preconditioning / Charging Event,4,released,100
A0776,F0776,E04,2024.26.15,Hide Music Services Per Profile,5,released,100
A0777,F0777,E04,2024.26.15,Audio Balance Per Profile,5,released,100
A0778,F0778,E04,2024.26.15,Service Center Tips,3,released,100
A0779,F0779,E04,2024.26.15,Reduce Fan Speed Hint,3,released,100
A0780,F0780,E04,2024.26.15,Reduce Fan Speed Option,3,released,100
A0781,F0781,E04,2024.26.15,New Key Required Screen,3,released,100
A0782,F0782,E08,2024.26.15,Improved Front Camera Clarity,7,released,100
A0783,F0783,E01,2024.26.15,Traffic-Aware Cruise Control Chime,1,released,100
A0784,F0784,E08,2024.26.15,New Ambient Lighting Options,7,released,100
A0785,F0785,E04,2024.26.15,Improved Climate Panel,3,released,100
A0786,F0786,E02,2024.26.20,FSD (Supervised) v12.5.1.5,1,released,100
A0787,F0787,E07,2024.26.20,Vision-Based Attention Monitoring,2,released,100
A0788,F0788,E01,2024.26.20,Full Self-Driving (Supervised),1,released,100
A0789,F0789,E04,2024.26.20,YouTube Music,5,released,100
A0790,F0790,E02,2024.26.20,Go on Green,1,released,100
A0791,F0791,E04,2024.26.20,Vision Speed Limits,3,released,100
A0792,F0792,E04,2024.26.20,Amazon Music,5,released,100
A0793,F0793,E04,2024.26.20,Castle Doombad Classic,5,released,100
A0794,F0794,E04,2024.26.20,Parental Controls,3,released,100
A0795,F0795,E05,2024.26.20,Weather Forecast and Air Quality,4,released,100
A0796,F0796,E05,2024.26.20,Schedule Charge and Preconditioning,4,released,100
A0797,F0797,E05,2024.26.20,Navigate to Sub-Destinations,4,released,100
A0798,F0798,E04,2024.26.20,Other Updates,3,released,100
A0799,F0799,E04,2024.26.20,Security Improvements,3,released,100
A0800,F0800,E05,2024.26.20,Show Next Preconditioning / Charging Event,4,released,100
A0801,F0801,E04,2024.26.20,Hide Music Services Per Profile,5,released,100
A0802,F0802,E04,2024.26.20,Audio Balance Per Profile,5,released,100
A0803,F0803,E04,2024.26.20,Service Center Tips,3,released,100
A0804,F0804,E04,2024.26.20,Reduce Fan Speed Hint,3,released,100
A0805,F0805,E04,2024.26.20,Reduce Fan Speed Option,3,released,100
A0806,F0806,E04,2024.26.20,New Key Required Screen,3,released,100
A0807,F0807,E08,2024.26.20,Improved Front Camera Clarity,7,released,100
A0808,F0808,E01,2024.26.20,Traffic-Aware Cruise Control Chime,1,released,100
A0809,F0809,E08,2024.26.20,New Ambient Lighting Options,7,released,100
A0810,F0810,E04,2024.26.20,Improved Climate Panel,3,released,100
A0811,F0811,E04,2024.26.3.1,YouTube Music,5,released,100
A0812,F0812,E02,2024.26.3.1,Go on Green,1,released,100
A0813,F0813,E04,2024.26.3.1,Vision Speed Limits,3,released,100
A0814,F0814,E04,2024.26.3.1,Amazon Music,5,released,100
